rank,symbol,name,scan_theme,trade_group,parent_group,in_execution_pool,execution_theme,scan_rank_60d_dollar_volume,median_dollar_volume_60d,eligible,scan_score,mom20_pct,mom63_skip5_pct,mom126_skip5_pct,dollar_volume20,dollar_accel20_60_pct,obs
50,LITE,Lumentum Holdings Inc. - Common Stock,optical_communication,us_unclassified_stock,us_unclassified,False,,15.0,4830532777.377319,True,0.5684464381788965,-2.0816301878599175,44.39286274376934,146.88204146369537,5294265550.57373,5.636712548415801,420
51,SEDG,"SolarEdge Technologies, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,577.0,164732287.65964508,True,0.5661279966210278,3.255065771296217,66.06990880173946,93.12623326066789,216076155.18188477,29.487692318937953,420
52,WULF,TeraWulf Inc. - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,182.0,533564985.5262756,True,0.5559897078444946,33.980585606316005,72.80163769347337,62.60423433839226,667295833.2278252,3.910581165251825,420
53,PL,Planet Labs PBC Class A Common Stock,space_ev_defense,us_unclassified_stock,us_unclassified,False,,260.0,377354588.3394241,True,0.5497040838886363,-33.82559858600457,36.84420948570257,166.12147790401997,623012695.5161095,36.25264361493401,420
54,FORM,"FormFactor, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,515.0,189601003.90319824,True,0.5474046187027721,19.34403157404074,47.330320412988435,123.47290360519008,180309452.48565674,-12.952145316732476,420
55,CRS,Carpenter Technology Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,360.0,277604616.8960571,True,0.5291829271355365,38.970630348042555,49.177568569947816,87.37882506329122,326537179.4403077,11.49554521645808,420
56,LSCC,Lattice Semiconductor Corporation - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,538.0,180219371.1120605,True,0.5269734773213395,10.797171064172373,65.34722000851065,83.27133573232697,262372613.2080078,3.138305823879306,420
57,FLY,Firefly Aerospace Inc. - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,444.0,226213677.6594162,True,0.521533128211083,-29.65908917513761,69.47912056693333,102.31243979501782,294491974.78027344,12.414164522613568,218
58,AXSM,"Axsome Therapeutics, Inc. - Common Stock",biotech,biotech,us_healthcare,False,,740.0,114517804.8751831,True,0.5164872135414481,8.620243389004777,64.65741779936016,74.74865868289393,159198289.49432373,21.416699959082997,420
59,RVMD,"Revolution Medicines, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,344.0,288390896.69647217,True,0.5136859884827527,8.421475093399566,56.96854549970447,91.78768848458512,400625708.8218689,11.015362335820633,420
60,CORZ,"Core Scientific, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,428.0,233086105.10721207,True,0.5093176789478766,25.798099497440784,67.61083557256926,55.63178770478778,339347947.2348213,14.39325061446386,420
61,IBRX,"ImmunityBio, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,697.0,128389772.61810304,True,0.5016097364859061,-8.571429079152237,-7.928393206985307,224.32431155293733,92071176.98945999,-6.380414806698842,420
62,KNX,Knight-Swift Transportation Holdings Inc.,us_unclassified,us_unclassified_stock,us_unclassified,False,,551.0,175652269.9262619,True,0.4929847723150124,4.4366218674350755,58.5272055548331,66.17350222000115,349101975.0,55.30534803339038,420
63,STLD,"Steel Dynamics, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,457.0,217246332.85446167,True,0.49097785860168386,9.465615559125663,60.14571393631214,70.00385651392669,296908126.30462646,26.38127348521111,420
